,num,1,2,3,4,5,6,7,8,9,10
0,10.0,,,,0.11111111111111112,0.09111617312072892,,,,,
1,20.0,,,,0.16363636363636364,0.12012012012012012,,,,,
2,30.0,,,,0.16423357664233576,0.1346153846153846,,,,,
3,40.0,,,,0.16423357664233576,0.1346153846153846,,,0.08875739644970415,,
4,50.0,,,,0.19480519480519484,0.1346153846153846,,,0.08875739644970415,,
5,60.0,,,,0.20454545454545456,0.1346153846153846,,,0.08960573476702509,,
6,70.0,,,,0.21531100478468898,0.11952191235059759,,,0.08960573476702509,,
7,80.0,,,,0.21531100478468898,0.12096774193548387,,,0.09950248756218906,0.09375,
8,90.0,,,,0.3082191780821918,0.12096774193548387,,,0.09950248756218906,0.09375,
9,100.0,,,,0.3082191780821918,0.12096774193548387,,,0.09950248756218906,0.09375,
10,110.0,,,,0.3157894736842105,0.12096774193548387,,0.2195121951219512,0.09950248756218906,0.23584905660377362,
11,120.0,,,,0.3157894736842105,0.1214574898785425,,0.2195121951219512,0.09950248756218906,0.23584905660377362,
12,130.0,,,,0.3157894736842105,0.06134969325153374,,0.22388059701492538,0.10810810810810811,0.23584905660377362,
13,140.0,,,,0.3157894736842105,0.06134969325153374,,0.22388059701492538,0.10810810810810811,0.2525252525252525,
14,150.0,,,,0.3157894736842105,0.06134969325153374,,0.225,0.10810810810810811,0.2525252525252525,
15,160.0,,,,0.34042553191489366,0.0641025641025641,,0.225,0.10810810810810811,0.2525252525252525,
16,170.0,,,,0.35874439461883406,0.0641025641025641,,0.225,0.10810810810810811,0.2525252525252525,
17,180.0,,,0.053763440860215055,0.35874439461883406,0.0641025641025641,,0.225,0.10810810810810811,0.2525252525252525,
18,190.0,,,0.053763440860215055,0.2898550724637681,0.06369426751592357,,0.225,0.09615384615384615,0.2525252525252525,
19,200.0,,,0.053763440860215055,0.2898550724637681,0.06369426751592357,,0.225,0.09615384615384615,0.25125628140703515,
20,210.0,,,0.053763440860215055,0.2898550724637681,0.06369426751592357,,0.24193548387096772,0.09615384615384615,0.25125628140703515,
21,220.0,,,0.053763440860215055,0.22727272727272727,0.06369426751592357,,0.24193548387096772,0.09615384615384615,0.25125628140703515,
22,230.0,,,0.0303030303030303,0.11976047904191617,0.06369426751592357,,0.24861878453038674,0.09615384615384615,0.25125628140703515,
23,240.0,,,0.0303030303030303,0.11976047904191617,0.0641025641025641,,0.24861878453038674,0.09615384615384615,0.2525252525252525,
24,250.0,,,0.0303030303030303,0.11976047904191617,0.0641025641025641,,0.24861878453038674,0.09615384615384615,0.2525252525252525,0.0909090909090909
25,260.0,0.13157894736842105,,0.11235955056179778,0.06289308176100629,0.06578947368421052,0.06849315068493152,0.06535947712418301,0.1592356687898089,0.25510204081632654,0.12903225806451613
26,270.0,0.06802721088435373,0.0662251655629139,0.09615384615384615,0.13157894736842105,0.09803921568627451,0.22875816993464052,0.06535947712418301,0.18292682926829268,0.2330508474576271,0.0662251655629139
27,280.0,0.06849315068493152,0.09868421052631579,0.0967741935483871,0.13157894736842105,0.06578947368421052,0.22875816993464052,0.06666666666666665,0.18292682926829268,0.14792899408284024,0.12738853503184713
28,290.0,0.06849315068493152,0.18292682926829268,0.0967741935483871,0.13157894736842105,0.06578947368421052,0.22875816993464052,0.06666666666666665,0.21472392638036814,0.23391812865497072,0.15822784810126583
29,300.0,0.06849315068493152,0.18292682926829268,0.0967741935483871,0.16556291390728478,0.06666666666666665,0.22875816993464052,0.06666666666666665,0.21472392638036814,0.23255813953488366,0.12738853503184713
30,310.0,0.06849315068493152,0.18292682926829268,0.1524390243902439,0.2272727272727273,0.06666666666666665,0.22875816993464052,0.06666666666666665,0.20710059171597633,0.3179190751445087,0.12738853503184713
31,320.0,0.06849315068493152,0.18292682926829268,0.1524390243902439,0.2272727272727273,0.06666666666666665,0.22875816993464052,0.06666666666666665,0.20710059171597633,0.3216374269005848,0.12738853503184713
32,330.0,0.06849315068493152,0.18292682926829268,0.1524390243902439,0.2272727272727273,0.06666666666666665,0.22875816993464052,0.06666666666666665,0.2108433734939759,0.3216374269005848,0.12738853503184713
33,340.0,0.06849315068493152,0.18292682926829268,0.1524390243902439,0.2272727272727273,0.06666666666666665,0.22875816993464052,0.06666666666666665,0.2108433734939759,0.3216374269005848,0.12738853503184713
34,350.0,0.06849315068493152,0.18292682926829268,0.1533742331288344,0.2272727272727273,0.06666666666666665,0.22875816993464052,0.06666666666666665,0.2108433734939759,0.3216374269005848,0.1533742331288344
35,360.0,0.06849315068493152,0.18292682926829268,0.1533742331288344,0.2272727272727273,0.06666666666666665,0.22875816993464052,0.06666666666666665,0.2108433734939759,0.3216374269005848,0.1533742331288344
36,370.0,0.06849315068493152,0.18292682926829268,0.1533742331288344,0.2272727272727273,0.06666666666666665,0.22875816993464052,0.06666666666666665,0.2108433734939759,0.3216374269005848,0.1533742331288344
37,380.0,0.10204081632653061,0.18292682926829268,0.1533742331288344,0.2272727272727273,0.06666666666666665,0.22875816993464052,0.06666666666666665,0.2108433734939759,0.3216374269005848,0.1533742331288344
38,390.0,0.10204081632653061,0.18292682926829268,0.1533742331288344,0.2272727272727273,0.13157894736842105,0.22875816993464052,0.06666666666666665,0.2108433734939759,0.3216374269005848,0.1533742331288344
39,400.0,0.10204081632653061,0.18292682926829268,0.1533742331288344,0.2272727272727273,0.13157894736842105,0.22875816993464052,0.06666666666666665,0.2108433734939759,0.3216374269005848,0.1533742331288344
40,410.0,0.10204081632653061,0.18292682926829268,0.1533742331288344,0.25806451612903225,0.13157894736842105,0.22875816993464052,0.06666666666666665,0.2108433734939759,0.3216374269005848,0.1533742331288344
41,420.0,0.16556291390728478,0.18292682926829268,0.1533742331288344,0.25806451612903225,0.13157894736842105,0.22875816993464052,0.06666666666666665,0.2108433734939759,0.3216374269005848,0.1533742331288344
42,430.0,0.16556291390728478,0.18292682926829268,0.1533742331288344,0.25806451612903225,0.13157894736842105,0.22875816993464052,0.06666666666666665,0.2108433734939759,0.3216374269005848,0.1533742331288344
43,440.0,0.16556291390728478,0.18292682926829268,0.1533742331288344,0.25806451612903225,0.13157894736842105,0.22875816993464052,0.06666666666666665,0.2108433734939759,0.3216374269005848,0.1533742331288344
44,450.0,0.16556291390728478,0.18292682926829268,0.1533742331288344,0.25806451612903225,0.13157894736842105,0.22875816993464052,0.06666666666666665,0.2108433734939759,0.3216374269005848,0.1533742331288344
45,460.0,0.16447368421052633,0.18292682926829268,0.18292682926829268,0.3416149068322981,0.13157894736842105,0.22875816993464052,0.2564102564102564,0.3216374269005848,0.3216374269005848,0.18404907975460122
46,470.0,0.16447368421052633,0.2160493827160494,0.2994011976047904,0.3703703703703703,0.27439024390243905,0.22875816993464052,0.2564102564102564,0.40229885057471265,0.3216374269005848,0.2727272727272727
47,480.0,0.16447368421052633,0.2160493827160494,0.35502958579881655,0.3773584905660377,0.3048780487804878,0.22875816993464052,0.28662420382165604,0.49132947976878605,0.3235294117647059,0.3012048192771084
48,490.0,0.16447368421052633,0.2160493827160494,0.3571428571428571,0.3773584905660377,0.3048780487804878,0.22875816993464052,0.28662420382165604,0.49132947976878605,0.3235294117647059,0.3030303030303031
49,500.0,0.16447368421052633,0.2160493827160494,0.3571428571428571,0.3773584905660377,0.3048780487804878,0.22875816993464052,0.28662420382165604,0.49418604651162784,0.3235294117647059,0.3030303030303031
50,510.0,0.16447368421052633,0.2160493827160494,0.3571428571428571,0.3773584905660377,0.3048780487804878,0.22875816993464052,0.28662420382165604,0.49418604651162784,0.3235294117647059,0.3030303030303031
51,520.0,0.16447368421052633,0.2160493827160494,0.3571428571428571,0.3773584905660377,0.3048780487804878,0.22875816993464052,0.28662420382165604,0.49418604651162784,0.3235294117647059,0.3030303030303031
52,530.0,0.16447368421052633,0.2160493827160494,0.3571428571428571,0.3773584905660377,0.3048780487804878,0.22875816993464052,0.28662420382165604,0.49418604651162784,0.3235294117647059,0.3030303030303031
53,540.0,0.16447368421052633,0.2160493827160494,0.3571428571428571,0.3773584905660377,0.3048780487804878,0.22875816993464052,0.28662420382165604,0.49418604651162784,0.3235294117647059,0.3030303030303031
54,550.0,0.16447368421052633,0.2160493827160494,0.3571428571428571,0.3773584905660377,0.3048780487804878,0.22875816993464052,0.28662420382165604,0.49418604651162784,0.3235294117647059,0.3030303030303031
55,560.0,0.16447368421052633,0.2160493827160494,0.3571428571428571,0.3773584905660377,0.3048780487804878,0.22875816993464052,0.28662420382165604,0.49418604651162784,0.3235294117647059,0.3030303030303031
56,570.0,0.16447368421052633,0.2160493827160494,0.3571428571428571,0.3773584905660377,0.3048780487804878,0.22875816993464052,0.28662420382165604,0.49418604651162784,0.3235294117647059,0.3030303030303031
57,580.0,0.16447368421052633,0.2160493827160494,0.3571428571428571,0.3773584905660377,0.3048780487804878,0.22875816993464052,0.28662420382165604,0.49418604651162784,0.3235294117647059,0.3030303030303031
58,590.0,0.16447368421052633,0.2160493827160494,0.3571428571428571,0.3773584905660377,0.3048780487804878,0.22875816993464052,0.28662420382165604,0.49418604651162784,0.3235294117647059,0.3030303030303031
59,600.0,0.16447368421052633,0.2160493827160494,0.3571428571428571,0.3773584905660377,0.3048780487804878,0.22875816993464052,0.28662420382165604,0.49418604651162784,0.3235294117647059,0.3030303030303031
60,610.0,0.16447368421052633,0.2160493827160494,0.3571428571428571,0.3773584905660377,0.3048780487804878,0.22875816993464052,0.28662420382165604,0.49418604651162784,0.3235294117647059,0.3030303030303031
61,620.0,0.16447368421052633,0.2160493827160494,0.3571428571428571,0.3773584905660377,0.3048780487804878,0.22875816993464052,0.28662420382165604,0.49418604651162784,0.3235294117647059,0.3030303030303031
